Concept,definition,uni_lemma,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Num_Parts,NPF,Rank_NPF,Sum_NPF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length,Toddler_Access,MN_Toddler_Access,MN_Toddler_Access_No_Tax,Phon_1st,SUBTLEX_PM,LN_SUBTLEX,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_Percent_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,Percent_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisFandS,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Percep,Num_Ency,Num_Tax
pants,pants,pants,eg_-_jeans,subordinate,c,l,taxonomic,12,30,12,3,NA,1,D,1,NA,0,0,10,4.36,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,has_legs,external_component,e,ce,visual-form_and_surface,12,30,12,3,235.679,21,ND,0.048,0.051,0,0,8,6.22,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,has_pockets,external_component,e,ce,visual-form_and_surface,12,30,12,3,51.278999999999996,6,ND,0.167,0.234,174.95,134.84,11,5.62,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,has_2_legs,external_component,e,ce,visual-form_and_surface,11,30,11,6,16.262999999999998,2,D,0.5,0.676,0,0,10,4.55,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,has_buttons,external_component,e,ce,visual-form_and_surface,11,30,11,6,74.094,7,ND,0.143,0.148,183.47,150,11,5.51,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,worn_by_men,participant,s,p,function,10,30,10,8,21.136,3,ND,0.333,0.473,182.13,163.75,11,4.64,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,different_colours,external_surface_property,e,se,visual-colour,9,30,9,9,444.48199999999997,51,ND,0.02,0.02,16.85,7.53,17,5.56,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,eg_-_bell_bottoms,subordinate,c,l,taxonomic,9,30,9,9,NA,1,D,1,NA,0,0,17,2.03,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,worn_by_women,participant,s,p,function,9,30,9,9,50.913,6,ND,0.167,0.177,79.32,59.39,13,4.49,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,worn_for_covering,function,s,f,function,9,30,9,9,19,3,ND,0.333,0.474,134.87,118.86,17,4.2,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,worn_for_covering_legs,function,s,f,function,9,30,9,9,9,1,D,1,1,0,0,22,4.83,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,has_cuffs,external_component,e,ce,visual-form_and_surface,8,30,8,14,8,1,D,1,1,0,0,9,2.66,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,made_of_material,made_of,e,m,visual-form_and_surface,8,30,8,14,32,4,ND,0.25,0.25,158.33,130.72,16,2.97,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,worn_for_warmth,function,s,f,function,7,30,7,16,190.695,14,ND,0.071,0.037,37.96,7.86,15,5.32,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,is_long,external_surface_property,e,se,visual-form_and_surface,6,30,6,17,243.469,25,ND,0.04,0.025,6.81,6.81,7,4.29,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,worn_with_belts,associated_entity,s,e,encyclopaedic,6,30,6,17,6,1,D,1,1,0,0,15,3.12,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,has_belt_loops,external_component,e,ce,visual-form_and_surface,5,30,5,19,5,1,D,1,1,0,0,14,3.11,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,has_seams,external_component,e,ce,visual-form_and_surface,5,30,5,19,5,1,D,1,1,0,0,9,2.03,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
pants,pants,pants,made_of_different_materials,made_of,e,m,visual-form_and_surface,5,30,5,19,10,2,D,0.5,0.5,0,0,27,2.67,4.22,4.26,p,1352.67,7.21,5,5,1,816.87,125.38,7,21,18,8,44,0.448,0.489,779.76,17,11,5,0,11,1,0,0,0,0,252,1,3
paper,paper,paper,used_for_writing_on,function,s,f,function,45,63,21.429,1,21.429,1,D,1,1,0,0,19,5,4.42,4.42,p,1516.86,7.32,5,5,2,2301.46,206.64,6,9,9,5,56,0.505,0.497,27.33,1,3,4,0,0,2,0,0,0,0,18,3,0
paper,paper,paper,comes_from_trees,origin,s,or,encyclopaedic,36,63,17.143,2,26.688000000000002,2,D,0.5,0.642,0,0,16,3.42,4.42,4.42,p,1516.86,7.32,5,5,2,2301.46,206.64,6,9,9,5,56,0.505,0.497,27.33,1,3,4,0,0,2,0,0,0,0,18,3,0
paper,paper,paper,is_white,internal_surface_property,e,si,visual-colour,24,63,11.429,3,420.317,34,ND,0.029,0.027,0,0,8,6.31,4.42,4.42,p,1516.86,7.32,5,5,2,2301.46,206.64,6,9,9,5,56,0.505,0.497,27.33,1,3,4,0,0,2,0,0,0,0,18,3,0
paper,paper,paper,different_colours,external_surface_property,e,se,visual-colour,15,63,7.143,4,444.48199999999997,51,ND,0.02,0.016,13.67,13.67,17,5.56,4.42,4.42,p,1516.86,7.32,5,5,2,2301.46,206.64,6,9,9,5,56,0.505,0.497,27.33,1,3,4,0,0,2,0,0,0,0,18,3,0
paper,paper,paper,used_for_books,function,s,f,function,15,63,7.143,4,7.143,1,D,1,1,0,0,14,4.97,4.42,4.42,p,1516.86,7.32,5,5,2,2301.46,206.64,6,9,9,5,56,0.505,0.497,27.33,1,3,4,0,0,2,0,0,0,0,18,3,0
paper,paper,paper,used_for_drawing,function,s,f,function,13,63,6.19,6,34.931,4,ND,0.25,0.177,13.67,13.67,16,6.03,4.42,4.42,p,1516.86,7.32,5,5,2,2301.46,206.64,6,9,9,5,56,0.505,0.497,27.33,1,3,4,0,0,2,0,0,0,0,18,3,0
paper,paper,paper,used_for_printing_news,function,s,f,function,12,63,5.714,7,5.714,1,D,1,1,0,0,22,2.5,4.42,4.42,p,1516.86,7.32,5,5,2,2301.46,206.64,6,9,9,5,56,0.505,0.497,27.33,1,3,4,0,0,2,0,0,0,0,18,3,0
paper,paper,paper,is_foldable,action,s,a,encyclopaedic,11,63,5.238,8,12.381,2,D,0.5,0.423,0,0,11,3.47,4.42,4.42,p,1516.86,7.32,5,5,2,2301.46,206.64,6,9,9,5,56,0.505,0.497,27.33,1,3,4,0,0,2,0,0,0,0,18,3,0
paper,paper,paper,is_recyclable,systemic_property,e,sys,encyclopaedic,11,63,5.238,8,28.391000000000002,4,ND,0.25,0.184,0,0,13,2.5,4.42,4.42,p,1516.86,7.32,5,5,2,2301.46,206.64,6,9,9,5,56,0.505,0.497,27.33,1,3,4,0,0,2,0,0,0,0,18,3,0
park,park,park,has_grass,external_component,e,ce,visual-form_and_surface,24,44,16.364,1,68.416,4,ND,0.25,0.239,74.35,74.35,9,5.9,5.21,5.21,p,631.93,6.45,4,3,1,1605.05,458.77,13,9,9,4,44,0.529,0.517,296.8,7,19,3,0,3,0,0,0,0,0,27,3,0
park,park,park,has_trees,external_component,e,ce,visual-form_and_surface,20,44,13.636,2,70.526,5,ND,0.2,0.193,43.24,43.24,9,5.37,5.21,5.21,p,631.93,6.45,4,3,1,1605.05,458.77,13,9,9,4,44,0.529,0.517,296.8,7,19,3,0,3,0,0,0,0,0,27,3,0
park,park,park,has_a_playground,associated_entity,s,e,encyclopaedic,17,44,11.591,3,11.591,1,D,1,1,0,0,16,6,5.21,5.21,p,631.93,6.45,4,3,1,1605.05,458.77,13,9,9,4,44,0.529,0.517,296.8,7,19,3,0,3,0,0,0,0,0,27,3,0
park,park,park,used_for_playing,function,s,f,function,17,44,11.591,3,164.476,14,ND,0.071,0.07,83.58,83.58,16,5.96,5.21,5.21,p,631.93,6.45,4,3,1,1605.05,458.77,13,9,9,4,44,0.529,0.517,296.8,7,19,3,0,3,0,0,0,0,0,27,3,0
park,park,park,used_by_children,participant,s,p,function,14,44,9.545,5,340.75,24,ND,0.042,0.028,44.44,44.44,16,5.74,5.21,5.21,p,631.93,6.45,4,3,1,1605.05,458.77,13,9,9,4,44,0.529,0.517,296.8,7,19,3,0,3,0,0,0,0,0,27,3,0
park,park,park,a_place_for_walking_dogs,function,s,f,function,11,44,7.5,6,7.5,1,D,1,1,0,0,24,4.89,5.21,5.21,p,631.93,6.45,4,3,1,1605.05,458.77,13,9,9,4,44,0.529,0.517,296.8,7,19,3,0,3,0,0,0,0,0,27,3,0
park,park,park,is_public,systemic_property,e,sys,encyclopaedic,10,44,6.818,7,6.818,1,D,1,1,0,0,9,3.08,5.21,5.21,p,631.93,6.45,4,3,1,1605.05,458.77,13,9,9,4,44,0.529,0.517,296.8,7,19,3,0,3,0,0,0,0,0,27,3,0
park,park,park,has_a_swingset,associated_entity,s,e,encyclopaedic,9,44,6.136,8,51.205999999999996,5,ND,0.2,0.12,51.18,51.18,14,5.92,5.21,5.21,p,631.93,6.45,4,3,1,1605.05,458.77,13,9,9,4,44,0.529,0.517,296.8,7,19,3,0,3,0,0,0,0,0,27,3,0
park,park,park,has_benches,internal_component,e,ci,visual-form_and_surface,8,44,5.455,9,5.455,1,D,1,1,0,0,11,4.05,5.21,5.21,p,631.93,6.45,4,3,1,1605.05,458.77,13,9,9,4,44,0.529,0.517,296.8,7,19,3,0,3,0,0,0,0,0,27,3,0
party,party,party,is_fun,evaluation,i,e,encyclopaedic,37,58,19.138,1,197.986,20,ND,0.05,0.097,0,0,6,5.97,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,a_celebration,superordinate,c,h,taxonomic,27,58,13.966,2,NA,1,D,1,NA,0,0,13,4.14,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,a_gathering_of_people,superordinate,c,h,taxonomic,24,58,12.414,3,NA,2,D,0.5,NA,0,0,21,3.83,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,has_food,associated_entity,s,e,encyclopaedic,24,58,12.414,3,65.471,6,ND,0.167,0.19,0,0,8,5.34,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,eg_-_birthday,subordinate,c,l,taxonomic,20,58,10.345,5,NA,1,D,1,NA,0,0,13,5.62,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,has_cake,internal_component,e,ci,visual-form_and_surface,20,58,10.345,5,10.345,1,D,1,1,0,0,8,5.92,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,has_balloons,internal_component,e,ci,visual-form_and_surface,16,58,8.276,7,13.876,2,D,0.5,0.596,0,0,12,5.83,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,has_drinks,internal_component,e,ci,visual-form_and_surface,15,58,7.759,8,15.433,2,D,0.5,0.503,0,0,10,3.63,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,a_gathering_of_friends,superordinate,c,h,taxonomic,13,58,6.724,9,NA,1,D,1,NA,0,0,22,3.59,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,has_alcohol,associated_entity,s,e,encyclopaedic,13,58,6.724,9,21.405,2,D,0.5,0.314,0,0,11,1.33,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,inbeh_-_plays_music,entity_behavior,e,b,sound,13,58,6.724,9,6.724,1,D,1,1,0,0,19,4.89,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
party,party,party,is_loud,external_surface_property,e,se,sound,11,58,5.69,12,90.238,11,ND,0.091,0.063,0,0,7,5.64,4.64,4.82,p,3325.75,8.11,5,4,2,1228.27,537.39,6,12,8,5,62,0.476,0.47,0,0,0,0,0,3,0,2,0,0,0,60,3,4
peanut_butter,peanut butter,peanut butter,eaten_with_jelly,associated_entity,s,e,encyclopaedic,38,57,20,1,26.538,2,D,0.5,0.754,0,0,16,5.19,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,used_in_sandwiches,function,s,f,function,35,57,18.421,2,32.421,2,D,0.5,0.568,0,0,18,5.28,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,made_of_peanuts,made_of,e,m,visual-form_and_surface,32,57,16.842,3,16.842,1,D,1,1,0,0,15,3.89,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,is_crunchy,internal_surface_property,e,si,tactile,26,57,13.684,4,116.902,10,ND,0.1,0.117,6.68,6.68,10,5.41,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,is_sticky,external_surface_property,e,se,tactile,22,57,11.579,5,86.374,6,ND,0.167,0.134,8.19,8.19,9,5.82,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,is_smooth,external_surface_property,e,se,tactile,21,57,11.053,6,24.634,3,ND,0.333,0.449,43.6,43.6,9,3.53,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,is_brown,external_surface_property,e,se,visual-colour,18,57,9.474,7,225.966,27,ND,0.037,0.042,0,0,8,5.75,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,eaten_on_bread,function,s,f,function,17,57,8.947,8,18.232999999999997,2,D,0.5,0.491,0,0,14,5.38,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,is_creamy,internal_surface_property,e,si,tactile,16,57,8.421,9,42.069,4,ND,0.25,0.2,29.94,29.94,9,4.05,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,used_as_a_spread,function,s,f,function,16,57,8.421,9,25.759,3,ND,0.333,0.327,25.04,25.04,16,3.74,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,tastes_good,internal_surface_property,e,si,taste,13,57,6.842,11,254.754,36,ND,0.028,0.027,9.86,9.86,11,6.3,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,has_protein,internal_component,e,ci,encyclopaedic,11,57,5.789,12,36.98,5,ND,0.2,0.157,0,0,11,1.84,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peanut_butter,peanut butter,peanut butter,is_chunky,internal_surface_property,e,si,tactile,11,57,5.789,12,5.789,1,D,1,1,0,0,9,3.73,4.61,4.61,p,NA,NA,12,10,7,NA,NA,0,13,13,5,38,0.381,0.405,123.31,5,6,3,0,1,1,0,1,0,5,104,2,0
peas,peas,peas,is_green,external_surface_property,e,se,visual-colour,39,41,28.537,1,317.928,20,ND,0.05,0.09,31.43,13.42,8,6.14,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,a_vegetable,superordinate,c,h,taxonomic,29,41,21.22,2,NA,8,ND,0.125,NA,121.43,0,11,5.27,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,is_round,external_surface_property,e,se,visual-form_and_surface,29,41,21.22,2,442.811,41,ND,0.024,0.048,0,0,8,5.68,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,grows_in_pods,origin,s,or,encyclopaedic,26,41,19.024,4,19.024,1,D,1,1,0,0,13,2.95,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,eaten_in_soups,function,s,f,function,13,41,9.512,5,28.658,3,ND,0.333,0.332,11.06,11.06,14,3.62,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,is_healthy,systemic_property,e,sys,encyclopaedic,13,41,9.512,5,120.497,13,ND,0.077,0.079,7.86,7.86,10,3.71,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,is_small,external_surface_property,e,se,visual-form_and_surface,13,41,9.512,5,329.464,36,ND,0.028,0.029,0,0,8,5.86,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,comes_in_cans,associated_entity,s,e,encyclopaedic,12,41,8.78,8,67.499,6,ND,0.167,0.13,7.26,0,13,4.43,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,eaten_by_cooking,action,s,a,function,10,41,7.317,9,66.249,9,ND,0.111,0.11,77.71,40.62,16,4.23,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,grows_in_gardens,location,s,l,encyclopaedic,8,41,5.854,10,47.187,6,ND,0.167,0.124,79.04,33.78,16,4.55,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,tastes_good,internal_surface_property,e,si,taste,8,41,5.854,10,254.754,36,ND,0.028,0.023,18.55,18.55,11,6.3,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,comes_frozen,external_surface_property,e,se,encyclopaedic,7,41,5.122,12,41.198,5,ND,0.2,0.124,14.9,7.86,12,4.73,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,is_edible,function,s,f,function,7,41,5.122,12,326.347,38,ND,0.026,0.016,34.51,27.74,9,5.55,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
peas,peas,peas,is_mushy,internal_surface_property,e,si,tactile,7,41,5.122,12,5.122,1,D,1,1,0,0,8,5.45,4.89,4.86,p,152.2,5.03,4,3,1,1452.57,31.09,11,14,13,2,15,0.247,0.239,160.88,6,8,3,0,2,1,0,1,0,1,70,5,1
pen,pen,pen,has_ink,internal_component,e,ci,visual-form_and_surface,24,30,24,1,24,1,D,1,1,0,0,7,3.87,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,used_for_writing,function,s,f,function,21,30,21,2,62.409,3,ND,0.333,0.336,21.02,21.02,16,5.64,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,is_long,external_surface_property,e,se,visual-form_and_surface,14,30,14,3,243.469,25,ND,0.04,0.058,15.37,15.37,7,4.29,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,made_of_plastic,made_of,e,m,visual-form_and_surface,13,30,13,4,258.589,29,ND,0.034,0.05,11.43,11.43,15,3.81,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,different_colours,external_surface_property,e,se,visual-colour,12,30,12,5,444.48199999999997,51,ND,0.02,0.027,0,0,17,5.56,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,is_blue,external_surface_property,e,se,visual-colour,10,30,10,6,84.472,6,ND,0.167,0.118,0,0,7,5.41,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,is_round,external_surface_property,e,se,visual-form_and_surface,8,30,8,7,442.811,41,ND,0.024,0.018,0,0,8,5.68,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,is_thin,external_surface_property,e,se,visual-form_and_surface,8,30,8,7,54.94,8,ND,0.125,0.146,36.38,36.38,7,3.29,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,has_a_ball_point,external_component,e,ce,visual-form_and_surface,7,30,7,9,7,1,D,1,1,0,0,16,2.16,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,made_of_metal,made_of,e,m,visual-form_and_surface,6,30,6,10,326.53000000000003,32,ND,0.031,0.018,11.43,11.43,13,3.78,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,has_a_cap,external_component,e,ce,visual-form_and_surface,5,30,5,11,5,1,D,1,1,0,0,9,3.25,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,has_a_pointed_end,external_surface_property,e,se,visual-form_and_surface,5,30,5,11,27.07,4,ND,0.25,0.185,0,0,17,3.75,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,is_red,external_surface_property,e,se,visual-colour,5,30,5,11,182.333,15,ND,0.067,0.027,0,0,6,5.74,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pen,pen,pen,used_with_paper,associated_entity,s,e,encyclopaedic,5,30,5,11,5,1,D,1,1,0,0,15,4.86,4.36,4.36,p,405.2,6,3,3,1,692.34,NA,20,14,14,4,29,0.364,0.356,95.62,3,3,1,0,9,3,0,0,0,0,168,1,0
pencil,pencil,pencil,made_of_lead,made_of,e,m,visual-form_and_surface,25,30,25,1,25,1,D,1,1,0,0,12,1.79,3.79,3.8,p,217.72,5.38,6,5,2,614.46,19.14,0,16,15,8,53,0.613,0.616,315.6,6,6,4,0,7,1,0,0,0,0,128,3,1
